"scientific_name";"SampleID";"url";"image_url";"quality_grade";"observed_on";"year";"latitude";"longitude";"positional_accuracy";"place_guess";"user_login";"flora"
"Isodontia mexicana";50705170;"https://www.inaturalist.org/observations/50705170";"https://inaturalist-open-data.s3.amazonaws.com/photos/80534129/original.jpg";"research";"2020-06-23";2020;29.4467548242;-95.4871317266;NA;"Texas, US";"rednat";"k-south-central-u-s-a"
"Isodontia mexicana";50743346;"https://www.inaturalist.org/observations/50743346";"https://inaturalist-open-data.s3.amazonaws.com/photos/80595164/original.jpeg";"research";"2020-06-23";2020;38.051973;-122.2269839;75;"825 7th Ave, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";71365791;"https://www.inaturalist.org/observations/71365791";"https://inaturalist-open-data.s3.amazonaws.com/photos/116182475/original.jpeg";"research";"2020-06-23";2020;45.4999227251;4.0686020753;31;"42560 Soleymieux, France";"mickvil";"k-southwestern-europe"
"Isodontia mexicana";50788979;"https://www.inaturalist.org/observations/50788979";"https://inaturalist-open-data.s3.amazonaws.com/photos/80669517/original.jpg";"research";"2020-06-23";2020;50.6394530602;3.071877574;4;"Lille-Centre, Lille, France";"butor";"k-southwestern-europe"
"Isodontia mexicana";50669774;"https://www.inaturalist.org/observations/50669774";"https://inaturalist-open-data.s3.amazonaws.com/photos/80470898/original.jpeg";"research";"2020-06-23";2020;50.1264376;8.6571934;NA;"Siesmayerstraße 72, 60323 Frankfurt am Main, Deutschland";"khd";"k-middle-europe"
"Isodontia mexicana";50892048;"https://www.inaturalist.org/observations/50892048";"https://inaturalist-open-data.s3.amazonaws.com/photos/80834100/original.jpg";"research";"2020-06-23";2020;47.9690150978;3.773516111;61;"89360 Jaulges, France";"mishanook";"k-southwestern-europe"
"Isodontia mexicana";50647724;"https://www.inaturalist.org/observations/50647724";"https://static.inaturalist.org/photos/80433391/original.jpeg";"research";"2020-06-22";2020;41.9266557843;-8.8079777732;27;"36760 O Rosal, Pontevedra, España";"josefeijoo";"k-southwestern-europe"
"Isodontia mexicana";50551682;"https://www.inaturalist.org/observations/50551682";"https://inaturalist-open-data.s3.amazonaws.com/photos/80270279/original.jpg";"research";"2020-06-22";2020;49.5995643821;11.0072485749;22;"Schloßgarten, Erlangen, Bayern, DE";"katrin_simon";"k-middle-europe"
"Isodontia mexicana";50540490;"https://www.inaturalist.org/observations/50540490";"https://static.inaturalist.org/photos/80252592/original.jpeg";"research";"2020-06-22";2020;48.0941668;-1.6602353;16;"Francisco Ferrer - Vern - Poterie, Rennes, France";"michelcornut";"k-southwestern-europe"
"Isodontia mexicana";50540406;"https://www.inaturalist.org/observations/50540406";"https://static.inaturalist.org/photos/80252434/original.jpeg";"research";"2020-06-22";2020;48.0941656;-1.6602343;13;"Francisco Ferrer - Vern - Poterie, Rennes, France";"michelcornut";"k-southwestern-europe"
"Isodontia mexicana";146519567;"https://www.inaturalist.org/observations/146519567";"https://inaturalist-open-data.s3.amazonaws.com/photos/251921222/original.jpg";"research";"2020-06-22";2020;49.2039830556;8.0354547222;NA;"Birkweiler, Deutschland";"r-ziebarth";"k-middle-europe"
"Isodontia mexicana";251524056;"https://www.inaturalist.org/observations/251524056";"https://inaturalist-open-data.s3.amazonaws.com/photos/450068436/original.jpeg";"research";"2020-06-21";2020;39.2273563475;-75.7214822965;771;"Kent County, DE, USA";"bev435";"k-southeastern-u-s-a"
"Isodontia mexicana";50531278;"https://www.inaturalist.org/observations/50531278";"https://static.inaturalist.org/photos/80238228/original.jpeg";"research";"2020-06-21";2020;46.0996711484;-0.8438400552;2104;"Le Cher";"hugtu";"k-southwestern-europe"
"Isodontia mexicana";50310526;"https://www.inaturalist.org/observations/50310526";"https://inaturalist-open-data.s3.amazonaws.com/photos/79886257/original.jpeg";"research";"2020-06-20";2020;39.9878038;-105.0313818;180;"3411 Harvard Pl, Broomfield, CO 80023, USA";"greengras2000";"k-northwestern-u-s-a"
"Isodontia mexicana";50665609;"https://www.inaturalist.org/observations/50665609";"https://static.inaturalist.org/photos/80607037/original.jpg";"research";"2020-06-20";2020;49.5129995367;8.3099309491;318;"K4, Lambsheim, Rheinland-Pfalz, DE";"acec";"k-middle-europe"
"Isodontia mexicana";375571110;"https://www.inaturalist.org/observations/375571110";"https://inaturalist-open-data.s3.amazonaws.com/photos/686603032/original.jpg";"research";"2020-06-20";2020;48.1384885091;-1.5224470402;21;"35690 Acigné, France";"alexentomo";"k-southwestern-europe"
"Isodontia mexicana";50225630;"https://www.inaturalist.org/observations/50225630";"https://inaturalist-open-data.s3.amazonaws.com/photos/79753381/original.jpg";"research";"2020-06-19";2020;37.5742834961;-122.1042926392;7;"California, US";"anudibranchmom";"k-southwestern-u-s-a"
"Isodontia mexicana";50225655;"https://www.inaturalist.org/observations/50225655";"https://inaturalist-open-data.s3.amazonaws.com/photos/79753688/original.jpg";"research";"2020-06-19";2020;37.4216262516;-122.1666086731;7;"California, US";"anudibranchmom";"k-southwestern-u-s-a"
"Isodontia mexicana";50225659;"https://www.inaturalist.org/observations/50225659";"https://inaturalist-open-data.s3.amazonaws.com/photos/79753983/original.jpg";"research";"2020-06-19";2020;37.5248736598;-122.0610527566;7;"California, US";"anudibranchmom";"k-southwestern-u-s-a"
"Isodontia mexicana";66204922;"https://www.inaturalist.org/observations/66204922";"https://inaturalist-open-data.s3.amazonaws.com/photos/106670015/original.jpeg";"research";"2020-06-19";2020;43.1417004716;1.3047639281;16;"09350 Daumazan-sur-Arize, France";"manonj";"k-southwestern-europe"
"Isodontia mexicana";50240030;"https://www.inaturalist.org/observations/50240030";"https://static.inaturalist.org/photos/79781191/original.jpeg";"research";"2020-06-18";2020;47.0042985088;4.9217388779;2104;"Travoisy";"laetitia35";"k-southwestern-europe"
"Isodontia mexicana";50034034;"https://www.inaturalist.org/observations/50034034";"https://static.inaturalist.org/photos/79446700/original.jpeg";"research";"2020-06-18";2020;49.289450949;6.0080107749;17;"Lorraine, FR";"xvanyx";"k-southwestern-europe"
"Isodontia mexicana";49987141;"https://www.inaturalist.org/observations/49987141";"https://inaturalist-open-data.s3.amazonaws.com/photos/79366838/original.jpeg";"research";"2020-06-17";2020;37.2482763;-121.9363005;593;"Brewster Ave, San Jose, CA 95124, USA";"edwardrooks";"k-southwestern-u-s-a"
"Isodontia mexicana";49771268;"https://www.inaturalist.org/observations/49771268";"https://inaturalist-open-data.s3.amazonaws.com/photos/79016854/original.jpeg";"research";"2020-06-15";2020;37.223633395;-122.1868157127;13;"California, US";"loveyshuman";"k-southwestern-u-s-a"
"Isodontia mexicana";49743191;"https://www.inaturalist.org/observations/49743191";"https://inaturalist-open-data.s3.amazonaws.com/photos/78972551/original.jpg";"research";"2020-06-15";2020;37.804527082;-122.2081623714;22;"Carmel St, Oakland, CA, US";"connell";"k-southwestern-u-s-a"
"Isodontia mexicana";52786464;"https://www.inaturalist.org/observations/52786464";"https://inaturalist-open-data.s3.amazonaws.com/photos/83890791/original.jpeg";"research";"2020-06-15";2020;39.1139742261;-84.4910164721;190;"Ohio, US";"mangoverde";"k-northeastern-u-s-a"
"Isodontia mexicana";49697027;"https://www.inaturalist.org/observations/49697027";"https://inaturalist-open-data.s3.amazonaws.com/photos/78899206/original.png";"research";"2020-06-15";2020;45.8217310082;-0.9467100536;4;"17620 Saint-Jean-d'Angle, France";"drhook";"k-southwestern-europe"
"Isodontia mexicana";49461083;"https://www.inaturalist.org/observations/49461083";"https://static.inaturalist.org/photos/78516118/original.jpeg";"research";"2020-06-13";2020;41.7287597656;12.8433036803;NA;"00040 Lariano RM, Italia";"daniele157";"k-southeastern-europe"
"Isodontia mexicana";49495950;"https://www.inaturalist.org/observations/49495950";"https://inaturalist-open-data.s3.amazonaws.com/photos/78566538/original.jpeg";"research";"2020-06-13";2020;48.4556906575;7.887687559;8;"Schutterwald, Deutschland";"corinnah";"k-middle-europe"
"Isodontia mexicana";54570099;"https://www.inaturalist.org/observations/54570099";"https://inaturalist-open-data.s3.amazonaws.com/photos/86836268/original.jpeg";"research";"2020-06-12";2020;39.7083749722;-84.05249;NA;"Dayton, OH 45434, USA";"naturalist_mandy";"k-northeastern-u-s-a"
"Isodontia mexicana";49374825;"https://www.inaturalist.org/observations/49374825";"https://inaturalist-open-data.s3.amazonaws.com/photos/78371397/original.jpeg";"research";"2020-06-12";2020;48.3938112097;7.918259147;8;"Friesenheim, Deutschland";"corinnah";"k-middle-europe"
"Isodontia mexicana";126334844;"https://www.inaturalist.org/observations/126334844";"https://inaturalist-open-data.s3.amazonaws.com/photos/214346486/original.jpeg";"research";"2020-06-12";2020;49.9650936586;8.2862700149;184;"Kernerweg 22";"torbenriehl";"k-middle-europe"
"Isodontia mexicana";51654214;"https://www.inaturalist.org/observations/51654214";"https://inaturalist-open-data.s3.amazonaws.com/photos/82081797/original.jpg";"research";"2020-06-11";2020;31.60613;-97.17428667;165;"Waco Mammoth National Monument, Waco, TX, US";"ranger_dr_lindsey";"k-south-central-u-s-a"
"Isodontia mexicana";49253957;"https://www.inaturalist.org/observations/49253957";"https://static.inaturalist.org/photos/78184342/original.jpeg";"research";"2020-06-10";2020;48.454152;2.827779;NA;"Machault, France";"martin825";"k-southwestern-europe"
"Isodontia mexicana";49209507;"https://www.inaturalist.org/observations/49209507";"https://inaturalist-open-data.s3.amazonaws.com/photos/78112902/original.jpg";"research";"2020-06-10";2020;48.000552;3.729512;5013;"89600 Saint-Florentin, France";"mishanook";"k-southwestern-europe"
"Isodontia mexicana";49023605;"https://www.inaturalist.org/observations/49023605";"https://inaturalist-open-data.s3.amazonaws.com/photos/77812111/original.jpeg";"research";"2020-06-09";2020;47.4114145;0.7186869;1100;"Tours";"dingdangdaddy";"k-southwestern-europe"
"Isodontia mexicana";58523385;"https://www.inaturalist.org/observations/58523385";"https://inaturalist-open-data.s3.amazonaws.com/photos/93440767/original.jpeg";"research";"2020-06-09";2020;50.9357088039;6.7808095066;30;"Königsdorf, 50226 Frechen, Deutschland";"toblit";"k-middle-europe"
"Isodontia mexicana";49047798;"https://www.inaturalist.org/observations/49047798";"https://inaturalist-open-data.s3.amazonaws.com/photos/77849370/original.jpg";"research";"2020-06-09";2020;48.2208705227;16.379203257;62;"Leopoldstadt, 1020 Wien, Österreich";"kienberg";"k-middle-europe"
"Isodontia mexicana";48943539;"https://www.inaturalist.org/observations/48943539";"https://static.inaturalist.org/photos/77679886/original.jpg";"research";"2020-06-08";2020;38.002384858;-122.5275121399;8;"Whittier Ave, San Rafael, CA, US";"gelewis";"k-southwestern-u-s-a"
"Isodontia mexicana";48935782;"https://www.inaturalist.org/observations/48935782";"https://inaturalist-open-data.s3.amazonaws.com/photos/77668145/original.jpg";"research";"2020-06-08";2020;49.0035527833;8.5626416667;NA;"Lissweg, Pfinztal, Baden-Württemberg, DE";"maurenninger";"k-middle-europe"
"Isodontia mexicana";277746386;"https://www.inaturalist.org/observations/277746386";"https://inaturalist-open-data.s3.amazonaws.com/photos/498711928/original.jpeg";"research";"2020-06-08";2020;48.6933552234;2.2003624126;530;"91400 Orsay, France";"auriolart";"k-southwestern-europe"
"Isodontia mexicana";60669028;"https://www.inaturalist.org/observations/60669028";"https://inaturalist-open-data.s3.amazonaws.com/photos/97027058/original.jpeg";"research";"2020-06-07";2020;40.1715259089;-105.2152917218;51;"Boulder County, CO, USA yard";"pam-piombino";"k-northwestern-u-s-a"
"Isodontia mexicana";60667831;"https://www.inaturalist.org/observations/60667831";"https://inaturalist-open-data.s3.amazonaws.com/photos/97024358/original.jpeg";"research";"2020-06-07";2020;40.1715259089;-105.2152917218;51;"Boulder County, CO, USA yard";"pam-piombino";"k-northwestern-u-s-a"
"Isodontia mexicana";49262103;"https://www.inaturalist.org/observations/49262103";"https://inaturalist-open-data.s3.amazonaws.com/photos/78197283/original.jpg";"research";"2020-06-07";2020;47.2469866667;5.9346166667;NA;"25770 Serre-les-Sapins, France";"qginsecthunter";"k-southwestern-europe"
"Isodontia mexicana";143707853;"https://www.inaturalist.org/observations/143707853";"https://inaturalist-open-data.s3.amazonaws.com/photos/246506293/original.jpeg";"research";"2020-06-07";2020;48.214022597;-1.7856582992;18;"Launay Geffroy 35850 Gévezé, France";"patricklm35";"k-southwestern-europe"
"Isodontia mexicana";48458422;"https://www.inaturalist.org/observations/48458422";"https://inaturalist-open-data.s3.amazonaws.com/photos/76891627/original.jpg";"research";"2020-06-04";2020;37.88091333;-122.0361555;23;"Margaret Dr, Walnut Creek, CA, US";"poppycorners";"k-southwestern-u-s-a"
"Isodontia mexicana";48397117;"https://www.inaturalist.org/observations/48397117";"https://inaturalist-open-data.s3.amazonaws.com/photos/76790051/original.jpeg";"research";"2020-06-03";2020;38.051973;-122.2269839;42;"825 7th Ave, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";48339201;"https://www.inaturalist.org/observations/48339201";"https://static.inaturalist.org/photos/76695393/original.jpeg";"research";"2020-06-03";2020;44.847709397;0.7478618748;8;"24150 Lalinde, France";"nathalie266";"k-southwestern-europe"
"Isodontia mexicana";48585370;"https://www.inaturalist.org/observations/48585370";"https://inaturalist-open-data.s3.amazonaws.com/photos/77094467/original.jpg";"research";"2020-06-03";2020;45.719154;9.8127457;218;"Riserva naturale Oasi WWF Valpredina";"gibellini_a_m";"k-southeastern-europe"
"Isodontia mexicana";48299631;"https://www.inaturalist.org/observations/48299631";"https://inaturalist-open-data.s3.amazonaws.com/photos/76630145/original.jpg";"research";"2020-06-02";2020;30.3005866997;-95.8044076848;2;"Grimes County, TX, USA";"kaphn8d";"k-south-central-u-s-a"
"Isodontia mexicana";48480670;"https://www.inaturalist.org/observations/48480670";"https://inaturalist-open-data.s3.amazonaws.com/photos/76927006/original.jpg";"research";"2020-06-02";2020;37.4485993801;-122.0305387103;NA;"California, US";"anudibranchmom";"k-southwestern-u-s-a"
"Isodontia mexicana";48112322;"https://www.inaturalist.org/observations/48112322";"https://static.inaturalist.org/photos/76325006/original.jpg";"research";"2020-06-01";2020;48.8753856625;2.5787636831;65;"Avenue des Abbesses, Chelles, Île-de-France, FR";"emir-ali";"k-southwestern-europe"
"Isodontia mexicana";48128796;"https://www.inaturalist.org/observations/48128796";"https://inaturalist-open-data.s3.amazonaws.com/photos/76350420/original.jpg";"research";"2020-06-01";2020;47.76721167;8.82236667;99;"Hohentwielstraße, Singen, Baden-Württemberg, DE";"claudiapogoreutz";"k-middle-europe"
"Isodontia mexicana";48114916;"https://www.inaturalist.org/observations/48114916";"https://static.inaturalist.org/photos/76329143/original.jpeg";"research";"2020-06-01";2020;41.3139324662;19.4396233512;100;"Durrës, Albania";"justbenice";"k-southeastern-europe"
"Isodontia mexicana";48045842;"https://www.inaturalist.org/observations/48045842";"https://inaturalist-open-data.s3.amazonaws.com/photos/76213821/original.jpeg";"research";"2020-05-31";2020;38.051973;-122.2269839;55;"825 7th Ave, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";48002177;"https://www.inaturalist.org/observations/48002177";"https://inaturalist-open-data.s3.amazonaws.com/photos/76143673/original.jpeg";"research";"2020-05-31";2020;48.0158843821;7.8342993725;20;"Nord, Freiburg im Breisgau, Deutschland";"corinnah";"k-middle-europe"
"Isodontia mexicana";69500167;"https://www.inaturalist.org/observations/69500167";"https://static.inaturalist.org/photos/112782780/original.jpg";"research";"2020-05-31";2020;49.091958;1.488107;5874;"Vernon, France";"onmal";"k-southwestern-europe"
"Isodontia mexicana";48007437;"https://www.inaturalist.org/observations/48007437";"https://inaturalist-open-data.s3.amazonaws.com/photos/76157082/original.jpeg";"research";"2020-05-31";2020;44.7472275787;-1.0972655565;10;"33510 Andernos-les-Bains, France ";"pasclor007";"k-southwestern-europe"
"Isodontia mexicana";47960931;"https://www.inaturalist.org/observations/47960931";"https://inaturalist-open-data.s3.amazonaws.com/photos/76083131/original.jpg";"research";"2020-05-31";2020;49.3904032885;8.6814687029;10;"Geo-Naturpark Bergstraße-Odenwald, Heidelberg, Baden-Württemberg, DE";"nairolf1981";"k-middle-europe"
"Isodontia mexicana";191746553;"https://www.inaturalist.org/observations/191746553";"https://inaturalist-open-data.s3.amazonaws.com/photos/336453113/original.jpeg";"research";"2020-05-30";2020;48.1524401882;17.0459857627;15;"Bratislava, Slovensko";"lauxania";"k-middle-europe"
"Isodontia mexicana";47725831;"https://www.inaturalist.org/observations/47725831";"https://static.inaturalist.org/photos/75706263/original.jpeg";"research";"2020-05-29";2020;48.0795723;-1.6700045;1500;"Le Blosne, Rennes, France";"michelcornut";"k-southwestern-europe"
"Isodontia mexicana";47725769;"https://www.inaturalist.org/observations/47725769";"https://static.inaturalist.org/photos/75706149/original.jpeg";"research";"2020-05-29";2020;48.0795723;-1.6700045;1500;"Le Blosne, Rennes, France";"michelcornut";"k-southwestern-europe"
"Isodontia mexicana";47676811;"https://www.inaturalist.org/observations/47676811";"https://static.inaturalist.org/photos/75624867/original.jpeg";"research";"2020-05-28";2020;32.963996052;-96.7218806595;9;"Richardson, TX 75081, USA";"raisedbywolves";"k-south-central-u-s-a"
"Isodontia mexicana";47605625;"https://www.inaturalist.org/observations/47605625";"https://inaturalist-open-data.s3.amazonaws.com/photos/75510035/original.jpeg";"research";"2020-05-28";2020;45.9701007997;4.6711162;NA;"Liergues, 69400 Porte des Pierres Dorées, France";"julienlepage";"k-southwestern-europe"
"Isodontia mexicana";47582445;"https://www.inaturalist.org/observations/47582445";"https://inaturalist-open-data.s3.amazonaws.com/photos/75471247/original.jpg";"research";"2020-05-27";2020;37.41443833;-122.15360833;NA;"Peter Coutts Cir, Palo Alto, CA, US";"zufi";"k-southwestern-u-s-a"
"Isodontia mexicana";47325312;"https://www.inaturalist.org/observations/47325312";"https://static.inaturalist.org/photos/75055001/original.jpg";"research";"2020-05-25";2020;47.6631106178;-122.3418778181;434;"Wallingford, Seattle, WA, USA";"thebooksnail";"k-northwestern-u-s-a"
"Isodontia mexicana";46967891;"https://www.inaturalist.org/observations/46967891";"https://inaturalist-open-data.s3.amazonaws.com/photos/74486529/original.png";"research";"2020-05-23";2020;44.6905808531;11.7507126259;105;"Ferrara, Emilia-Romagna, IT";"valentinabuono";"k-southeastern-europe"
"Isodontia mexicana";45532769;"https://www.inaturalist.org/observations/45532769";"https://inaturalist-open-data.s3.amazonaws.com/photos/72201601/original.jpg";"research";"2020-05-10";2020;45.0007519142;-92.9255045901;54;"35th St N, Lake Elmo, MN, US";"malo0177";"k-north-central-u-s-a"
"Isodontia mexicana";44700532;"https://www.inaturalist.org/observations/44700532";"https://static.inaturalist.org/photos/70870907/original.jpg";"research";"2020-05-03";2020;48.735355;2.253;NA;"Allée Elsa Triolet, Massy, Île-de-France, FR";"marcus11100";"k-southwestern-europe"
"Isodontia mexicana";44225559;"https://www.inaturalist.org/observations/44225559";"https://static.inaturalist.org/photos/70120154/original.jpg";"research";"2020-04-25";2020;29.55808833;-98.62871667;4;"Babcock Rd, San Antonio, TX, US";"jonathan142";"k-south-central-u-s-a"
"Isodontia mexicana";43514431;"https://www.inaturalist.org/observations/43514431";"https://inaturalist-open-data.s3.amazonaws.com/photos/69037968/original.jpeg";"research";"2020-04-25";2020;38.0524037;-122.2266537;49;"1660 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";42915964;"https://www.inaturalist.org/observations/42915964";"https://inaturalist-open-data.s3.amazonaws.com/photos/68144734/original.jpeg";"research";"2020-04-22";2020;38.0524037;-122.2266537;51;"1660 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";68674077;"https://www.inaturalist.org/observations/68674077";"https://static.inaturalist.org/photos/111261254/original.jpeg";"research";"2020-04-20";2020;29.55825555;-98.4646833333;5;"Arboretum, San Antonio, TX, USA";"zorkkanna";"k-south-central-u-s-a"
"Isodontia mexicana";42534414;"https://www.inaturalist.org/observations/42534414";"https://inaturalist-open-data.s3.amazonaws.com/photos/67538181/original.jpeg";"research";"2020-04-18";2020;38.0524037;-122.2266537;57;"1660 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";41968528;"https://www.inaturalist.org/observations/41968528";"https://inaturalist-open-data.s3.amazonaws.com/photos/66603903/original.jpeg";"research";"2020-04-09";2020;30.2088084731;-97.8864012229;65;"Circle C North, Austin, TX 78749, USA";"centratex";"k-south-central-u-s-a"
"Isodontia mexicana";37237829;"https://www.inaturalist.org/observations/37237829";"https://inaturalist-open-data.s3.amazonaws.com/photos/59000893/original.jpg";"research";"2020-01-03";2020;20.5221894335;-100.3880256077;61;"Fraccionamiento Vista Real, Corregidora, Qro., México";"coronadogim";"k-mexico"
"Isodontia mexicana";35381566;"https://www.inaturalist.org/observations/35381566";"https://static.inaturalist.org/photos/55786144/original.jpg";"research";"2019-11-06";2019;45.4654653777;-122.4968443068;88;"8001 SE 162nd Ave, Portland, OR, US";"jgarner1327";"k-northwestern-u-s-a"
"Isodontia mexicana";34989495;"https://www.inaturalist.org/observations/34989495";"https://inaturalist-open-data.s3.amazonaws.com/photos/55138593/original.jpeg";"research";"2019-10-27";2019;32.6625355978;-97.2228303792;8;"Southwest Arlington, Arlington, TX, USA";"sambiology";"k-south-central-u-s-a"
"Isodontia mexicana";35009803;"https://www.inaturalist.org/observations/35009803";"https://inaturalist-open-data.s3.amazonaws.com/photos/55175042/original.jpg";"research";"2019-10-25";2019;45.6207062978;-122.471018364;23;"SE 192nd Ave, Vancouver, WA, US";"ejean22";"k-northwestern-u-s-a"
"Isodontia mexicana";34337123;"https://www.inaturalist.org/observations/34337123";"https://inaturalist-open-data.s3.amazonaws.com/photos/54026000/original.jpg";"research";"2019-10-13";2019;35.2383591828;-97.4925511657;102;"Norman, OK, USA";"kategood";"k-north-central-u-s-a"
"Isodontia mexicana";34319195;"https://www.inaturalist.org/observations/34319195";"https://static.inaturalist.org/photos/53994909/original.jpg";"research";"2019-10-12";2019;35.9720916667;-80.04158;NA;"Heathcliff Rd, High Point, NC, US";"jpposton";"k-southeastern-u-s-a"
"Isodontia mexicana";34218967;"https://www.inaturalist.org/observations/34218967";"https://inaturalist-open-data.s3.amazonaws.com/photos/53826500/original.jpg";"research";"2019-10-11";2019;37.534595;-122.33097;10;"Clearview Way, San Mateo, CA, US";"crocodilechild";"k-southwestern-u-s-a"
"Isodontia mexicana";34017272;"https://www.inaturalist.org/observations/34017272";"https://inaturalist-open-data.s3.amazonaws.com/photos/53489596/original.jpg";"research";"2019-10-07";2019;46.9927883333;7.4680116667;21;"Länggasse, Zollikofen, Bern, CH";"natalieraeber";"k-middle-europe"
"Isodontia mexicana";34049473;"https://www.inaturalist.org/observations/34049473";"https://inaturalist-open-data.s3.amazonaws.com/photos/53542476/original.jpg";"research";"2019-10-06";2019;41.2328033223;-96.0374482453;853;"S 80th St, Omaha, NE, US";"jodymgreen";"k-north-central-u-s-a"
"Isodontia mexicana";33990105;"https://www.inaturalist.org/observations/33990105";"https://inaturalist-open-data.s3.amazonaws.com/photos/53443897/original.jpeg";"research";"2019-10-06";2019;NA;NA;5;NA;"pdabell";"API_error_(HTTP_400)"
"Isodontia mexicana";34813069;"https://www.inaturalist.org/observations/34813069";"https://static.inaturalist.org/photos/54835933/original.jpg";"research";"2019-10-04";2019;40.4365699971;-90.7516342685;96;"McDonough County, IL, USA";"amoorehouse";"k-north-central-u-s-a"
"Isodontia mexicana";33855485;"https://www.inaturalist.org/observations/33855485";"https://inaturalist-open-data.s3.amazonaws.com/photos/53218320/original.jpg";"research";"2019-10-04";2019;42.4692758927;-71.0069298618;13;"Saugus Iron Works National Historic Site, Saugus, MA, US";"wefwef";"k-northeastern-u-s-a"
"Isodontia mexicana";33839721;"https://www.inaturalist.org/observations/33839721";"https://static.inaturalist.org/photos/53193030/original.jpg";"research";"2019-10-04";2019;45.89967;6.11144167;64;"Chemin de la Concorde, Cran-Gevrier, Rhône-Alpes, FR";"florian74";"k-southwestern-europe"
"Isodontia mexicana";33764088;"https://www.inaturalist.org/observations/33764088";"https://inaturalist-open-data.s3.amazonaws.com/photos/53063253/original.jpg";"research";"2019-10-01";2019;42.4401314756;-71.114011072;3;"Medford, MA, USA";"jeanine10";"k-northeastern-u-s-a"
"Isodontia mexicana";33764067;"https://www.inaturalist.org/observations/33764067";"https://inaturalist-open-data.s3.amazonaws.com/photos/53063184/original.jpg";"research";"2019-10-01";2019;42.4396089045;-71.1141398289;2;"Medford, MA, USA";"jeanine10";"k-northeastern-u-s-a"
"Isodontia mexicana";33734216;"https://www.inaturalist.org/observations/33734216";"https://inaturalist-open-data.s3.amazonaws.com/photos/53013206/original.jpeg";"research";"2019-10-01";2019;38.0542357;-122.2289391;142;"1833 Pomona St, Crockett, CA 94525, USA";"greengras2000";"k-southwestern-u-s-a"
"Isodontia mexicana";33752443;"https://www.inaturalist.org/observations/33752443";"https://inaturalist-open-data.s3.amazonaws.com/photos/53042500/original.jpeg";"research";"2019-10-01";2019;42.4182766667;-71.1154116667;NA;"Medford, MA, USA";"dalien";"k-northeastern-u-s-a"
"Isodontia mexicana";34389321;"https://www.inaturalist.org/observations/34389321";"https://inaturalist-open-data.s3.amazonaws.com/photos/54117026/original.jpeg";"research";"2019-10-01";2019;41.9173683333;-82.5112016667;NA;"Leamington, ON, Canada";"kyukich";"k-eastern-canada"
"Isodontia mexicana";33633397;"https://www.inaturalist.org/observations/33633397";"https://inaturalist-open-data.s3.amazonaws.com/photos/52844427/original.jpg";"research";"2019-09-28";2019;44.4918848;-73.1265585;184;"Hiawatha Ave";"larry522";"k-northeastern-u-s-a"
"Isodontia mexicana";33500309;"https://www.inaturalist.org/observations/33500309";"https://inaturalist-open-data.s3.amazonaws.com/photos/52617244/original.jpg";"research";"2019-09-27";2019;41.8214730139;-72.442874013;614;"Vernon, CT 06066, USA";"cappaert";"k-northeastern-u-s-a"
"Isodontia mexicana";33409575;"https://www.inaturalist.org/observations/33409575";"https://static.inaturalist.org/photos/52470205/original.jpeg";"research";"2019-09-25";2019;44.8560009446;-93.2122116587;2;"East Bloomington, Bloomington, MN, USA";"bibaker";"k-north-central-u-s-a"
"Isodontia mexicana";33330714;"https://www.inaturalist.org/observations/33330714";"https://inaturalist-open-data.s3.amazonaws.com/photos/52343077/original.jpg";"research";"2019-09-24";2019;42.4693122253;-71.0070408719;14;"Bridge St, Saugus, MA, US";"wefwef";"k-northeastern-u-s-a"
"Isodontia mexicana";33255076;"https://www.inaturalist.org/observations/33255076";"https://inaturalist-open-data.s3.amazonaws.com/photos/70258691/original.jpeg";"research";"2019-09-23";2019;47.6699763134;16.1310500829;4;"Neunkirchen, Österreich";"waldgeist";"k-middle-europe"
"Isodontia mexicana";33165645;"https://www.inaturalist.org/observations/33165645";"https://inaturalist-open-data.s3.amazonaws.com/photos/52065329/original.jpg";"research";"2019-09-21";2019;40.69878517;-74.0525174772;149;"Jersey City, NJ, USA";"doug_e";"k-northeastern-u-s-a"
"Isodontia mexicana";33157177;"https://www.inaturalist.org/observations/33157177";"https://inaturalist-open-data.s3.amazonaws.com/photos/52050083/original.jpeg";"research";"2019-09-21";2019;43.0334866667;-76.1392816667;30;"Onondaga, New York, United States";"astrobirder";"k-northeastern-u-s-a"
"Isodontia mexicana";33109521;"https://www.inaturalist.org/observations/33109521";"https://static.inaturalist.org/photos/51973582/original.jpg";"research";"2019-09-20";2019;34.88568;-82.3441383333;NA;"Richbourg Rd, Greenville, SC, US";"botanicaltreasures";"k-southeastern-u-s-a"
