"SampleID";"scientific_name";"latitude";"longitude";"url";"image_url";"observed_on";"positional_accuracy";"year";"species_exp_original";"species_exp";"genus_exp_original";"genus_exp";"family_exp_original";"family_exp";"type";"colour";"interaction"
1479;"Isodontia mexicana";48.29987181;8.049556294;"https://www.inaturalist.org/observations/89538214";"https://inaturalist-open-data.s3.amazonaws.com/photos/147870795/medium.jpeg";"01/08/2021";15;2021;"noflower";"unidentifiable";"Calistegia";"Calystegia";"Convolvulaceae";"Convolvulaceae";"plant_no_flower";"noflower";"resting"
1070;"Isodontia mexicana";44.90091774;-93.47551014;"https://www.inaturalist.org/observations/53046743";"https://static.inaturalist.org/photos/84354656/medium.jpg";"10/07/2020";49;2020;"unidentifiable";"unidentifiable";"Ceanothus";"Ceanothus";"Rhamnaceae";"Rhamnaceae";"plant_flower";"white";"feeding"
1123;"Isodontia mexicana";42.60562905;-71.61598745;"https://www.inaturalist.org/observations/51325329";"https://inaturalist-open-data.s3.amazonaws.com/photos/81536039/medium.jpeg";"28/06/2020";31;2020;"unidentifiable";"unidentifiable";"Ceanotus";"Ceanothus";"Rhamnaceae";"Rhamnaceae";"plant_flower";"white";"feeding"
1634;"Isodontia mexicana";45.48028125;-76.07642451;"https://www.inaturalist.org/observations/85334984";"https://inaturalist-open-data.s3.amazonaws.com/photos/140388646/medium.jpg";"01/07/2021";24;2021;"unidentifiable";"unidentifiable";"Ceanothus";"Ceanothus";"Rhamnaceae";"Rhamnaceae";"plant_flower";"white";"feeding"
1635;"Isodontia mexicana";45.48027999;-76.07642413;"https://www.inaturalist.org/observations/85329051";"https://inaturalist-open-data.s3.amazonaws.com/photos/140378155/medium.jpg";"01/07/2021";24;2021;"unidentifiable";"unidentifiable";"Ceanothus";"Ceanothus";"Rhamnaceae";"Rhamnaceae";"plant_flower";"white";"feeding"
1695;"Isodontia mexicana";40.06347417;-76.36241437;"https://www.inaturalist.org/observations/82923010";"https://inaturalist-open-data.s3.amazonaws.com/photos/136138723/medium.jpg";"12/06/2021";33;2021;"unidentifiable";"unidentifiable";"Ceanothus";"Ceanothus";"Rhamnaceae";"Rhamnaceae";"plant_flower";"white";"feeding"
1514;"Isodontia mexicana";45.58678282;-122.7230747;"https://www.inaturalist.org/observations/88445671";"https://inaturalist-open-data.s3.amazonaws.com/photos/145927604/medium.jpg";"24/07/2021";65;2021;"unidentifiable";"unidentifiable";"Celosia";"Celosia";"Amaranthaceae";"Amaranthaceae";"plant_flower";"purple";"feeding"
1164;"Isodontia mexicana";47.76721167;8.82236667;"https://www.inaturalist.org/observations/48128796";"https://inaturalist-open-data.s3.amazonaws.com/photos/76350420/medium.jpg";"01/06/2020";99;2020;"unidentifiable";"unidentifiable";"Chaerophyllum";"Chaerophyllum";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
1216;"Isodontia mexicana";47.58721667;-122.3772917;"https://www.inaturalist.org/observations/99153589";"https://inaturalist-open-data.s3.amazonaws.com/photos/165230454/medium.jpeg";"21/08/2021";;2021;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_no_flower";;"resting"
984;"Isodontia mexicana";50.10595955;14.3895058;"https://www.inaturalist.org/observations/55305303";"https://inaturalist-open-data.s3.amazonaws.com/photos/88055135/medium.jpeg";"30/07/2020";2;2020;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
1030;"Isodontia mexicana";42.50984652;-83.38231076;"https://www.inaturalist.org/observations/54201584";"https://static.inaturalist.org/photos/86233096/medium.jpeg";"24/07/2020";304;2020;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
1042;"Isodontia mexicana";48.11770356;-1.670417358;"https://www.inaturalist.org/observations/53842333";"https://inaturalist-open-data.s3.amazonaws.com/photos/85647850/medium.jpg";"20/07/2020";1;2020;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
46;"Isodontia mexicana";44.06822577;-123.232906;"https://www.inaturalist.org/observations/18999534";"https://inaturalist-open-data.s3.amazonaws.com/photos/29133933/medium.jpeg";"08/07/2014";80;2014;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
47;"Isodontia mexicana";44.46921823;-77.31559753;"https://www.inaturalist.org/observations/9796840";"https://inaturalist-open-data.s3.amazonaws.com/photos/13405780/medium.jpg";"17/08/2014";122;2014;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
71;"Isodontia mexicana";44.89829434;-93.37029241;"https://www.inaturalist.org/observations/69740052";"https://inaturalist-open-data.s3.amazonaws.com/photos/113230781/medium.jpeg";"07/07/2016";4;2016;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
80;"Isodontia mexicana";43.7465678;-79.80402488;"https://www.inaturalist.org/observations/19992337";"https://inaturalist-open-data.s3.amazonaws.com/photos/30856681/medium.jpg";"07/07/2016";2;2016;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
98;"Isodontia mexicana";44.46842;-93.180187;"http://www.inaturalist.org/observations/3589864";"https://s3.amazonaws.com/static.inaturalist.org/photos/4158665/medium.jpg";"01/07/2016";;2016;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
134;"Isodontia mexicana";46.52246301;6.570839435;"https://www.inaturalist.org/observations/8910498";"https://inaturalist-open-data.s3.amazonaws.com/photos/11994285/medium.jpg";"09/07/2017";4;2017;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
323;"Isodontia mexicana";48.11635658;11.6586396;"https://www.inaturalist.org/observations/37654868";"https://inaturalist-open-data.s3.amazonaws.com/photos/59738872/medium.jpeg";"11/08/2019";;2019;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
331;"Isodontia mexicana";48.90087333;2.267393333;"https://www.inaturalist.org/observations/36355841";"https://inaturalist-open-data.s3.amazonaws.com/photos/57461174/medium.jpg";"15/09/2019";;2019;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
554;"Isodontia mexicana";42.19231451;2.882032145;"https://www.inaturalist.org/observations/28994070";"https://inaturalist-open-data.s3.amazonaws.com/photos/45225219/medium.jpg";"17/07/2019";15;2019;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
902;"Isodontia mexicana";50.04689597;8.444769812;"https://www.inaturalist.org/observations/56488589";"https://inaturalist-open-data.s3.amazonaws.com/photos/90026613/medium.jpeg";"14/08/2020";15;2020;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
1139;"Isodontia mexicana";49.51299954;8.309930949;"https://www.inaturalist.org/observations/50665609";"https://static.inaturalist.org/photos/80607037/medium.jpg";"20/06/2020";318;2020;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
1293;"Isodontia mexicana";50.09813667;8.242025;"https://www.inaturalist.org/observations/94341760";"https://static.inaturalist.org/photos/156485175/medium.jpg";"20/07/2021";;2021;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
1697;"Isodontia mexicana";40.60150834;-73.92427021;"https://www.inaturalist.org/observations/82895779";"https://inaturalist-open-data.s3.amazonaws.com/photos/136092374/medium.jpg";"09/06/2021";136;2021;"unidentifiable";"unidentifiable";"Cirsium";"Cirsium";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
1109;"Isodontia mexicana";37.57382584;-122.0496216;"https://www.inaturalist.org/observations/51932178";"https://inaturalist-open-data.s3.amazonaws.com/photos/82533480/medium.jpeg";"04/07/2020";;2020;"noflower";"unidentifiable";"Citrus";"Citrus";"Rutaceae";"Rutaceae";"plant_no_flower";"noflower";"resting"
1457;"Isodontia mexicana";41.35896917;1.96285738;"https://www.inaturalist.org/observations/90128226";"https://inaturalist-open-data.s3.amazonaws.com/photos/148918097/medium.jpg";"05/08/2021";15;2021;"noflower";"unidentifiable";"Clematis";"Clematis";"Ranunculaceae";"Ranunculaceae";"plant_no_flower";"noflower";"resting"
729;"Isodontia mexicana";44.00741944;-73.17896389;"https://www.inaturalist.org/observations/59713100";"https://inaturalist-open-data.s3.amazonaws.com/photos/95428063/medium.jpeg";"12/09/2020";28;2020;"noflower";"unidentifiable";"Cryptotenia";"Cryptotaenia";"Apiaceae";"Apiaceae";"plant_no_flower";"noflower";"resting"
241;"Isodontia mexicana";44.39061161;-68.20163194;"https://www.inaturalist.org/observations/15155863";"https://inaturalist-open-data.s3.amazonaws.com/photos/22657908/medium.jpg";"30/07/2018";49;2018;"unidentifiable";"unidentifiable";"Daucus";"Daucus";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
603;"Isodontia mexicana";37.36232;-121.9682917;"https://www.inaturalist.org/observations/26686985";"https://inaturalist-open-data.s3.amazonaws.com/photos/41452248/medium.jpg";"09/06/2019";10;2019;"unidentifiable";"unidentifiable";"Daucus";"Daucus";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
611;"Isodontia mexicana";32.87525547;-97.2777153;"https://www.inaturalist.org/observations/25294136";"https://static.inaturalist.org/photos/39160992/medium.jpeg";"15/05/2019";2;2019;"unidentifiable";"unidentifiable";"Daucus";"Daucus";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
330;"Isodontia mexicana";44.46108911;-93.18416925;"https://www.inaturalist.org/observations/36410752";"https://inaturalist-open-data.s3.amazonaws.com/photos/57553353/medium.jpg";"03/09/2019";2;2019;"noflower";"unidentifiable";"Echinacea";"Echinacea";"Asteraceae";"Asteraceae";"plant_no_flower";"noflower";"resting"
298;"Isodontia mexicana";32.31179504;-97.01613083;"https://www.inaturalist.org/observations/12997425";"https://inaturalist-open-data.s3.amazonaws.com/photos/18905197/medium.jpeg";"31/05/2018";61;2018;"unidentifiable";"unidentifiable";"Echinaceae";"Echinacea";"Asteraceae";"Asteraceae";"plant_flower";"purple";"feeding"
981;"Isodontia mexicana";43.01397732;-82.36067833;"https://www.inaturalist.org/observations/55344350";"https://static.inaturalist.org/photos/88119339/medium.jpeg";"03/08/2020";185;2020;"unidentifiable";"unidentifiable";"Echinacea";"Echinacea";"Asteraceae";"Asteraceae";"plant_flower";"red/pink";"feeding"
561;"Isodontia mexicana";44.75197525;7.872921717;"https://www.inaturalist.org/observations/28806858";"https://inaturalist-open-data.s3.amazonaws.com/photos/44923250/medium.jpeg";"13/07/2019";8;2019;"unidentifiable";"unidentifiable";"Erigeron";"Erigeron";"Asteraceae";"Asteraceae";"plant_flower";"white/yellow";"feeding"
1623;"Isodontia mexicana";52.5203663;13.4415125;"https://www.inaturalist.org/observations/85638837";"https://static.inaturalist.org/photos/140929020/medium.jpg";"04/07/2021";211;2021;"unidentifiable";"unidentifiable";"Erigeron";"Erigeron";"Asteraceae";"Asteraceae";"plant_flower";"white/yellow";"feeding"
557;"Isodontia mexicana";37.43290815;-122.0954316;"https://www.inaturalist.org/observations/28903921";"https://inaturalist-open-data.s3.amazonaws.com/photos/45080422/medium.jpg";"14/07/2019";40;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"pink";"feeding"
1160;"Isodontia mexicana";37.44859938;-122.0305387;"https://www.inaturalist.org/observations/48480670";"https://inaturalist-open-data.s3.amazonaws.com/photos/76927006/medium.jpg";"02/06/2020";;2020;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"pink";
1326;"Isodontia mexicana";41.36145962;2.158017196;"https://www.inaturalist.org/observations/93041426";"https://static.inaturalist.org/photos/154144882/medium.jpeg";"29/08/2021";266;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"pink";"feeding"
571;"Isodontia mexicana";38.0541772;-122.2293499;"https://www.inaturalist.org/observations/28596011";"https://inaturalist-open-data.s3.amazonaws.com/photos/44588238/medium.jpeg";"10/07/2019";162;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white";"feeding"
587;"Isodontia mexicana";37.431671;-122.095847;"https://www.inaturalist.org/observations/28025808";"https://inaturalist-open-data.s3.amazonaws.com/photos/43659919/medium.jpg";"30/06/2019";40;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white";"feeding"
590;"Isodontia mexicana";37.44591793;-122.1319174;"https://www.inaturalist.org/observations/27788142";"https://inaturalist-open-data.s3.amazonaws.com/photos/43272711/medium.jpg";"27/06/2019";22;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white";"feeding"
1009;"Isodontia mexicana";37.440225;-122.1488467;"https://www.inaturalist.org/observations/54683632";"https://inaturalist-open-data.s3.amazonaws.com/photos/87023501/medium.jpg";"26/07/2020";;2020;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/orange";"feeding"
552;"Isodontia mexicana";38.0542357;-122.2289391;"https://www.inaturalist.org/observations/29039154";"https://inaturalist-open-data.s3.amazonaws.com/photos/45303345/medium.jpeg";"17/07/2019";160;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
555;"Isodontia mexicana";37.404621;-121.953598;"https://www.inaturalist.org/observations/28993537";"https://inaturalist-open-data.s3.amazonaws.com/photos/45224925/medium.jpeg";"16/07/2019";;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
602;"Isodontia mexicana";38.65231;-121.2081683;"https://www.inaturalist.org/observations/26823171";"https://inaturalist-open-data.s3.amazonaws.com/photos/41672769/medium.jpg";"10/06/2019";;2019;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
726;"Isodontia mexicana";37.440175;-122.1488033;"https://www.inaturalist.org/observations/59748048";"https://inaturalist-open-data.s3.amazonaws.com/photos/95486189/medium.jpg";"15/09/2020";;2020;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1143;"Isodontia mexicana";37.52487366;-122.0610528;"https://www.inaturalist.org/observations/50225659";"https://inaturalist-open-data.s3.amazonaws.com/photos/79753983/medium.jpg";"19/06/2020";7;2020;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1416;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/90954995";"https://inaturalist-open-data.s3.amazonaws.com/photos/150379292/medium.jpeg";"12/08/2021";130;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1417;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/90954134";"https://inaturalist-open-data.s3.amazonaws.com/photos/150377475/medium.jpeg";"12/08/2021";133;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1443;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/90618975";"https://inaturalist-open-data.s3.amazonaws.com/photos/149788301/medium.jpeg";"09/08/2021";158;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1513;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/88471964";"https://inaturalist-open-data.s3.amazonaws.com/photos/145974139/medium.jpeg";"24/07/2021";141;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1537;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/87665390";"https://inaturalist-open-data.s3.amazonaws.com/photos/144559784/medium.jpeg";"18/07/2021";153;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1558;"Isodontia mexicana";37.50234257;-122.2408105;"https://www.inaturalist.org/observations/87213940";"https://inaturalist-open-data.s3.amazonaws.com/photos/143749356/medium.jpg";"15/07/2021";333;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1570;"Isodontia mexicana";38.2103534;-122.0247482;"https://www.inaturalist.org/observations/86798651";"https://inaturalist-open-data.s3.amazonaws.com/photos/143049721/medium.jpg";"11/07/2021";384;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1581;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/86651164";"https://inaturalist-open-data.s3.amazonaws.com/photos/142783747/medium.jpeg";"11/07/2021";190;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1608;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/85851552";"https://inaturalist-open-data.s3.amazonaws.com/photos/141325063/medium.jpeg";"05/07/2021";163;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1631;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/85420903";"https://inaturalist-open-data.s3.amazonaws.com/photos/140543714/medium.jpeg";"02/07/2021";190;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1662;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/84786259";"https://inaturalist-open-data.s3.amazonaws.com/photos/139392336/medium.jpeg";"27/06/2021";150;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1667;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/84620867";"https://inaturalist-open-data.s3.amazonaws.com/photos/139097977/medium.jpeg";"26/06/2021";157;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1670;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/84504445";"https://inaturalist-open-data.s3.amazonaws.com/photos/138898538/medium.jpeg";"25/06/2021";150;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1675;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/84020034";"https://inaturalist-open-data.s3.amazonaws.com/photos/138049831/medium.jpeg";"21/06/2021";190;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1685;"Isodontia mexicana";38.0545149;-122.2295276;"https://www.inaturalist.org/observations/83593106";"https://inaturalist-open-data.s3.amazonaws.com/photos/137309842/medium.jpeg";"16/06/2021";152;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
1719;"Isodontia mexicana";37.39321787;-122.0991167;"https://www.inaturalist.org/observations/80171777";"https://inaturalist-open-data.s3.amazonaws.com/photos/131376724/medium.jpeg";"24/05/2021";61;2021;"unidentifiable";"unidentifiable";"Eriogonum";"Eriogonum";"Polygonaceae";"Polygonaceae";"plant_flower";"white/pink";"feeding"
531;"Isodontia mexicana";50.1231855;8.6578537;"https://www.inaturalist.org/observations/29602400";"https://inaturalist-open-data.s3.amazonaws.com/photos/46208117/medium.jpeg";"05/07/2019";193;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"blue";"feeding"
532;"Isodontia mexicana";50.1231855;8.6578537;"https://www.inaturalist.org/observations/29601266";"https://inaturalist-open-data.s3.amazonaws.com/photos/46205916/medium.jpeg";"06/07/2019";193;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"blue";"feeding"
535;"Isodontia mexicana";50.12319705;8.654606926;"https://www.inaturalist.org/observations/29572122";"https://inaturalist-open-data.s3.amazonaws.com/photos/46159427/medium.jpeg";"26/07/2019";30;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"blue";"feeding"
536;"Isodontia mexicana";50.12313047;8.654871084;"https://www.inaturalist.org/observations/29571967";"https://inaturalist-open-data.s3.amazonaws.com/photos/46159158/medium.jpeg";"26/07/2019";29;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
537;"Isodontia mexicana";50.12316954;8.654885875;"https://www.inaturalist.org/observations/29571943";"https://inaturalist-open-data.s3.amazonaws.com/photos/46159103/medium.jpeg";"26/07/2019";33;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
542;"Isodontia mexicana";47.9772238;3.712556097;"https://www.inaturalist.org/observations/29369774";"https://inaturalist-open-data.s3.amazonaws.com/photos/45834800/medium.jpeg";"22/07/2019";61;2019;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
1097;"Isodontia mexicana";50.12331942;8.654550002;"https://www.inaturalist.org/observations/52270320";"https://inaturalist-open-data.s3.amazonaws.com/photos/83079494/medium.jpeg";"07/07/2020";60;2020;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
1187;"Isodontia mexicana";47.6404065;19.00622351;"https://www.inaturalist.org/observations/106241094";"https://inaturalist-open-data.s3.amazonaws.com/photos/178436986/medium.jpeg";"01/08/2021";578;2021;"unidentifiable";"unidentifiable";"Eryngium";"Eryngium";"Apiaceae";"Apiaceae";"plant_flower";"white";"feeding"
903;"Isodontia mexicana";41.21379686;-74.12165811;"https://www.inaturalist.org/observations/56471588";"https://inaturalist-open-data.s3.amazonaws.com/photos/89996479/medium.jpg";"14/08/2020";20;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
1379;"Isodontia mexicana";46.66222223;11.13222219;"https://www.inaturalist.org/observations/91527048";"https://static.inaturalist.org/photos/151414711/medium.jpeg";"17/08/2021";;2021;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"pink";"feeding"
466;"Isodontia mexicana";40.70220184;-73.99598694;"https://www.inaturalist.org/observations/30965808";"https://inaturalist-open-data.s3.amazonaws.com/photos/48416388/medium.jpg";"16/08/2019";;2019;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
664;"Isodontia mexicana";40.76064264;-73.75770092;"https://www.inaturalist.org/observations/67047027";"https://inaturalist-open-data.s3.amazonaws.com/photos/108228083/medium.jpg";"31/08/2020";15;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
740;"Isodontia mexicana";40.775166;-73.94288113;"https://www.inaturalist.org/observations/59179968";"https://inaturalist-open-data.s3.amazonaws.com/photos/94542474/medium.jpg";"10/09/2020";10;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
765;"Isodontia mexicana";40.84840593;-74.21098595;"https://www.inaturalist.org/observations/58576548";"https://inaturalist-open-data.s3.amazonaws.com/photos/93529905/medium.jpeg";"04/09/2020";20;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
781;"Isodontia mexicana";41.72620067;-81.33875515;"https://www.inaturalist.org/observations/58302931";"https://inaturalist-open-data.s3.amazonaws.com/photos/93070112/medium.jpeg";"01/09/2020";263;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
825;"Isodontia mexicana";42.72253705;-77.71669339;"https://www.inaturalist.org/observations/57666383";"https://inaturalist-open-data.s3.amazonaws.com/photos/92003772/medium.jpg";"26/08/2020";2;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
1023;"Isodontia mexicana";44.9282164;-93.2053822;"https://www.inaturalist.org/observations/54396179";"https://inaturalist-open-data.s3.amazonaws.com/photos/86552149/medium.jpeg";"25/07/2020";257;2020;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
1201;"Isodontia mexicana";41.34709509;-72.90248573;"https://www.inaturalist.org/observations/101140464";"https://inaturalist-open-data.s3.amazonaws.com/photos/168864554/medium.jpeg";"24/08/2021";26;2021;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
1215;"Isodontia mexicana";29.64457504;-95.33627428;"https://www.inaturalist.org/observations/99181629";"https://inaturalist-open-data.s3.amazonaws.com/photos/165284855/medium.jpeg";"05/10/2021";49;2021;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
1217;"Isodontia mexicana";38.7873542;-77.3170825;"https://www.inaturalist.org/observations/98736928";"https://inaturalist-open-data.s3.amazonaws.com/photos/164454573/medium.jpeg";"19/10/2021";136;2021;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
1243;"Isodontia mexicana";29.5168631;-95.52020873;"https://www.inaturalist.org/observations/96519869";"https://inaturalist-open-data.s3.amazonaws.com/photos/160361740/medium.jpeg";"28/09/2021";;2021;"unidentifiable";"unidentifiable";"Eupatorium";"Eupatorium";"Asteraceae";"Asteraceae";"plant_flower";"white";"feeding"
